coin,symbol,name,hashing_algorithm,categories,homepage,genesis_date,market_cap_rank,community_score,developer_score,public_interest_score,last_updated
bitcoin,btc,Bitcoin,SHA-256,"Smart Contract Platform, Layer 1 (L1), FTX Holdings, Proof of Work (PoW), Bitcoin Ecosystem, GMCI 30 Index, GMCI Index, Coinbase 50 Index",http://www.bitcoin.org,2009-01-03,1,,,,2025-05-20T00:08:17.902Z
