timestamp,price_usd,volume_24h,market_cap,coin
2025-04-26 02:04:47.572,152.48772653493646,4906301789.3907175,78891599266.90306,solana
2025-04-26 03:07:58.784,151.77760373816585,4833644123.451778,78564535021.86424,solana
2025-04-26 04:04:40.414,151.42024020879916,4820968341.899389,78348329226.41446,solana
2025-04-26 05:07:32.509,150.5091495573134,4801822433.916131,77966283615.64795,solana
2025-04-26 06:04:49.520,151.08371088412525,4806025862.202267,78196757668.68448,solana
2025-04-26 07:00:25.604,151.83590604090026,4695398605.502981,78568490007.69385,solana
2025-04-26 08:01:55.796,151.70272723470413,4573241507.42681,78535486515.32123,solana
2025-04-26 09:09:15.688,150.58132277169094,4438561203.326071,78021594854.94304,solana
2025-04-26 10:09:40.063,149.4897670498318,4426509596.592302,77333628073.6945,solana
2025-04-26 11:05:22.301,149.28864183338155,4313771446.458821,77254530133.68948,solana
2025-04-26 12:08:23.761,148.6353615876355,4237894909.1019926,76856096848.4614,solana
2025-04-26 13:09:40.420,148.49431428238245,3967056682.937688,76827632459.33539,solana
2025-04-26 14:09:40.513,148.83750775339155,3786524250.380795,77053804328.76306,solana
2025-04-26 15:09:47.462,148.72428014079773,3442640119.8589306,76954104311.29031,solana
2025-04-26 16:04:48.678,149.43933231599337,3176237376.6093044,77325670760.63004,solana
2025-04-26 17:04:52.893,149.0790664406331,3039368812.795858,77138632193.98529,solana
2025-04-26 18:09:49.224,149.07638607101387,2850519942.6862903,77150238804.40562,solana
2025-04-26 19:09:47.987,148.73059748696926,2744695670.728002,76951341103.46135,solana
2025-04-26 20:04:49.364,149.08548960683646,2699647898.197481,77141658762.85591,solana
2025-04-26 21:09:25.936,148.71651038038996,2550089180.8049865,76953552715.50255,solana
2025-04-26 22:04:50.209,148.68906036006456,2452394618.554372,76966525262.07951,solana
2025-04-26 23:03:13.949,149.3170129077095,2433812678.4164257,77303971432.03659,solana
2025-04-27 00:09:39.578,149.25148495485917,2419130855.3383083,77223788474.72188,solana
2025-04-27 01:04:51.852,149.89480425982467,2462069722.394704,77611507034.96582,solana
2025-04-27 02:04:14.107,146.96592740321694,2562349021.530116,76177525808.79242,solana
2025-04-27 03:04:56.875,147.11819782380948,2579212719.302619,76120259489.01418,solana
2025-04-27 04:04:50.500,147.4294874103765,2547616303.534636,76296181738.38708,solana
2025-04-27 05:04:56.558,146.66092673005613,2582602264.2771187,75928459548.16313,solana
2025-04-27 06:05:22.875,146.30209347874256,2513543462.3970313,75715679749.57205,solana
2025-04-27 07:02:16.253,147.0174527378472,2616795208.766856,76087013525.46915,solana
2025-04-27 08:04:58.164,147.52213982849096,2533492893.744607,76366230914.72887,solana
2025-04-27 09:04:56.557,148.4227285233607,2447911900.116549,76816714920.85056,solana
2025-04-27 10:04:32.191,148.4635551521419,2361456812.251836,76852322810.80101,solana
2025-04-27 11:04:56.166,148.55342548615266,2373623074.6359224,76882042236.74069,solana
2025-04-27 12:04:58.939,148.1640888353462,2255626520.6371336,76691243259.69267,solana
2025-04-27 13:12:44.615,147.7764465978117,2236198587.3334785,76481734358.12447,solana
2025-04-27 14:09:55.090,149.06999708246573,2251133910.8440037,77173254328.55852,solana
2025-04-27 15:09:54.967,149.053056501495,2242665145.8038244,77192793616.06903,solana
2025-04-27 16:09:51.730,149.19368486402624,2223729894.6573925,77162129455.20535,solana
2025-04-27 17:04:51.863,148.57182305314262,2228693036.9947085,76893259875.72662,solana
2025-04-27 18:04:43.812,149.16279944240097,2223971859.0514627,77198856668.99933,solana
2025-04-27 19:06:17.811,149.90488544308667,2251764007.0987062,77606748032.70604,solana
2025-04-27 20:09:12.882,149.90917108893686,2259129678.7374606,77632492966.18411,solana
2025-04-27 21:04:45.541,149.03818455280577,2286452782.868346,77156227851.2831,solana
2025-04-27 22:04:57.853,149.49520244709376,2289822903.4105053,77376147098.19691,solana
